x,num
200.76637988912375,200.19624617488086
199.20955591459767,201.04497108716635
198.61167720812497,201.5476304713576
198.66079867431782,200.54465046672934
198.55771532393103,200.44959320384189
198.81658511843406,201.2448685949302
199.98249440881142,199.8685410557381
198.58563015955755,201.04826676014224
198.1042821935527,200.65577229936105
199.8786586268761,200.67612783281615
200.0211427619463,201.2331929797423
199.94544914554527,202.131940221868
199.77531173217108,201.47864717405648
200.01427382298806,200.68876943757044
199.7358455708871,200.84607043786983
199.60799562506537,200.09831037405266
199.8449502629257,200.54421463994905
200.8393557997175,200.36263405958178
199.55623582729356,200.12758829279005
200.0515513774912,199.68829738548132
199.19239326465257,200.0294688532382
200.31598534547913,200.07469828504026
199.38242006494406,201.61876690192852
200.38814544504288,200.62378741358737
200.32500020883379,201.9697984835802
198.7385049439677,201.19982523345263
200.0371431377458,199.7348262313789
199.2121776932711,201.30820255692117
200.02094597199812,201.23908775428072
198.4654756503699,200.4412795664586
201.42372278276335,200.29064999864377
200.71416980138704,201.20870594393358
199.08868787894056,199.29198653787904
200.3272472479986,201.07731853500835
199.81191124766892,200.88352830718114
199.20578352331958,199.80238411077596
199.17587618200562,202.02086372163302
199.0620820210013,201.13279770766357
199.70788843015913,200.6247173249936
199.46419092650703,200.95293395784276
199.40907272790685,200.95099933298934
200.74982397507577,200.4605397155536
198.70621901465432,200.8814061988793
198.98280573434812,200.07190772994744
199.26215880362713,199.74854594440723
199.0130809329981,200.37645792623866
200.38322236895928,200.79098288940892
200.5805960863339,200.58408033526598
199.2811485755504,202.48804758340341
199.2475413370695,200.36850792155846
197.96830540424236,200.55193740431673
199.82750783271825,200.8389884500508
199.14428121774222,200.8006657119955
200.85240105828373,200.36490327595592
199.54862633463554,201.76816257280186
199.04267489321762,202.01596854674474
200.02239592912855,201.02670240877444
199.23971980639791,202.0749531567324
199.21913807937747,200.8444018194063
201.08557908646196,200.4079952085769
199.26323517029064,200.1632294876695
200.04546747035494,201.1925917684834
198.84569333184922,201.04103004678961
199.05778885089293,201.13744509269543
200.61726928179928,200.104624117991
198.90219776720613,199.9490132207929
199.46774532775353,200.68330025084353
198.12459632501123,202.09222809588215
199.48255476780366,200.85793546943307
199.54656042832815,201.09757734317168
199.23800522913706,199.90222813624277
199.4723413491109,201.20328014405203
198.49843729462947,200.97558159025257
199.76374292212344,201.48508399572475
199.44672887595272,201.19679437176052
200.3360218508299,201.29204701167197
198.8880876376564,200.12525212175728
198.95275863017918,201.44576508669024
199.73334687322838,200.84046153202488
199.51331310387923,200.37582763385728
199.94762998179132,201.48000483779205
199.61927932360942,200.1347707514615
200.44838563791689,200.07297144217938
200.383653144155,201.06586890532253
199.84077114721086,200.60230451105465
199.66814212898782,200.07358392229332
199.39324809698968,201.6008834872557
199.9014521789014,200.3792661944342
200.28715898022907,200.5163909558549
199.38661800847714,201.1554624585788
200.200858481791,201.68107848937618
199.59748459938984,199.81799603112594
200.30850058807258,201.58176258296785
198.86698810354494,200.55437014224535
199.01379409861755,200.79458385929476
199.5016179397069,200.13382461787924
199.0254391885524,200.86892327668934
200.5481214984999,200.78347636974067
199.7995171124808,200.09102819774202
199.53661000953556,200.05323843027094
199.92792025320395,200.75904840152324
198.6502773871865,200.97321822059115
198.72132432543575,200.20584827073017
198.8726063978945,201.23978636445997
198.7414607118071,201.64491989512652
199.61282118915847,200.40036459376464
198.9168651951274,201.48678306632195
199.440047812037,201.22926514937103
199.01595281498462,199.663607038692
197.88368506353257,201.51626006837796
198.99470474646378,200.02780280497885
199.01128459262637,201.14858696239205
199.79676800734805,200.93586002306802
199.79036200971657,201.3650773858721
199.3842996307109,202.03807074477697
200.9841866271806,200.74659449518194
198.34774319598387,201.28159540899338
198.9365156054211,201.91649174958914
198.99403128359833,200.55893126999973
199.2233532748959,200.19325170060537
199.45623522803353,199.33606152136798
200.54522834623458,200.93643791157209
200.65633593088097,200.10746181623355
200.28826287892392,201.9043722018053
199.80006356629252,200.3714676425811
201.0965957565238,200.29583260480015
200.32793688090567,200.21696618588547
199.28871320781468,201.16798579882828
199.37701972141022,201.16964217276836
