x,y,num
10.995870875065364,5.571427955943806,1
11.538053994588608,4.561547712849098,2
10.017266624760655,5.66180550967434,1
9.782170824202899,5.854654262778539,0
10.366696411734809,7.3327461977539645,0
8.073986313944177,5.215289386470332,2
7.704284554099528,6.9228441516081585,1
7.602907630845395,7.664611500309956,0
5.89502848084362,8.736619642788256,1
7.414653743727364,9.521800036530044,1
7.542466069452531,11.010826374916197,1
6.467153623312605,11.313336127973075,0
4.921323516337994,11.192635870629115,2
5.264932084293558,12.286452726591401,0
4.524032212426972,12.658016601550448,0
6.199830171408993,13.892493079733464,0
4.929046454364538,14.050226432500056,2
4.830305246606863,14.380453615074769,1
5.2267196308531,14.786669977196315,0
4.367281916601156,16.703322173230113,1
6.147671819132368,16.983244532424628,0
5.538536408871058,18.504976682145323,0
4.500729168880377,18.891614707768234,0
6.280165050950722,18.86039077741841,2
4.603389482475018,18.5651585801715,0
4.818094462621425,19.166751214140326,1
6.062558525640902,21.77311782699626,0
5.92889445149651,19.993051779539492,0
6.859535575577847,22.98165009017025,1
5.746882351487415,22.629494030936865,1
6.184445788432619,23.39642252624148,1
6.525986828430462,23.66345868643162,0
8.399983443714657,23.75916611548401,0
7.9091983499504295,26.582462752951862,0
8.460328514008506,25.982442895230648,2
9.307936915483904,26.95122751019159,0
10.14359825133304,26.97893763179968,1
10.052764954581914,27.0344539160132,0
12.385838530385941,28.324033096831034,0
10.124485371828623,28.911272714094206,1
11.336479982182333,29.301099075032873,0
12.767632146772442,28.343900944959056,1
12.613244839905247,30.866057160779405,0
13.514571714526467,29.209404081386186,1
14.409281577417788,30.308559003338505,0
14.72730489974819,30.223263105579534,1
15.84558964417087,30.58115083469756,1
14.471689090574767,30.893292126936657,1
17.6269555479316,31.449818619727488,0
18.094775616549953,31.79052163399382,1
19.61963937229894,31.516107377126925,1
19.099807975698322,30.337814076924207,1
20.661047225098667,31.281835338871037,0
19.89513103042781,30.46467085878245,1
21.72996557644367,31.812038599518853,0
19.72536450401547,30.163077095465653,1
23.98693289796557,30.21838769925614,1
23.63118976200848,29.708426184040135,3
23.454751712158536,30.84308007121965,1
24.62884926817139,31.341380551209852,1
26.54266567942536,29.59057332677954,0
26.238308032593107,28.18703142143986,0
26.954256078548784,26.920983480875282,0
27.97683283571138,28.361428084767724,0
26.56935142791801,26.72845198287041,1
28.387706815505318,27.095692257367894,0
28.060226565432437,26.512146212639045,1
28.501573027519946,25.400559336987286,0
28.749313073334992,26.357306138893293,1
30.90830011375842,25.6815307303732,0
30.534518778261365,23.013405660052765,0
30.34033819406154,23.776500645364877,1
30.594765053075076,23.074487380525422,1
30.78873555691236,22.348010902312154,0
31.427416544996557,21.06063968604299,0
31.02572026932554,20.701024878471305,1
31.25994212554192,21.000788314370883,0
32.080809901907465,19.195840711909476,0
31.994401306032547,18.319341341191866,1
31.713622422382958,17.706330864646496,1
32.85453447474904,16.927701247497808,0
31.766337891034517,16.614959812061844,1
31.44496338125138,16.851511318994927,0
32.3032826835796,15.598703980447286,1
31.10410431305553,15.759540479571523,1
32.685726253675064,12.350881464183567,1
32.30709230346872,12.537726226503416,1
30.586538172871556,11.780677535462159,0
32.02487565717173,11.22232525286978,0
31.240705628066102,10.717367111162169,1
31.794148385904773,9.811631608480202,0
30.850218610971904,10.93708029468797,1
30.78303986351087,8.32627453901023,0
29.642287523047276,8.988418406931165,0
29.67433780926159,7.686866313090222,2
28.74312590259911,5.918456915066265,1
29.123378963244097,6.667029337355599,1
26.525241987983705,5.261989455743,1
28.17098349705557,4.889537368471467,0
26.247687605222886,5.181062819605953,1
26.29764429138966,4.171518069611358,0
26.816240714210977,3.2061669886511726,0
25.5669462815596,4.8104157904417315,1
31.66145746804555,16.068583831568446,0
30.42319512142164,17.651111559819537,1
28.561310269893692,17.349489313778577,0
29.99278160569951,16.344338277171772,0
32.248944360352105,14.930011713229305,0
30.035856404280544,13.802462904342386,2
28.902980780111815,12.525693892406304,2
29.081314739555232,14.18446576846316,4
29.29318537362518,11.680303265798994,3
26.60969228469807,11.609781596281588,2
23.8110913010404,10.159045801918154,2
26.303045465758526,12.286788747977566,3
25.89661321834998,11.84839260872353,2
28.120137180830557,13.399837993823503,2
27.043350815291202,14.444409642897721,2
27.862446808512658,14.836629918872,3
21.85228673892866,11.524382513454777,3
21.950012731407256,12.450521886283285,3
23.975907764165058,11.266597658215773,3
23.914509810329715,12.257426550538087,3
23.55486216425255,12.515998002845652,2
23.893495167577186,14.15216495898621,3
24.321892342102224,14.735584365595358,2
24.68061505645541,12.783235875941443,3
25.936015730437468,11.538962957440544,3
26.31393557478763,12.017825803668801,2
26.04818599792272,14.22375442295965,2
27.02400133160781,12.949287334622746,4
26.03569971639669,14.923675593585209,2
26.78042901744269,14.464640036069323,4
26.657002226102108,14.43932422778768,3
26.594149256332944,13.255352903584571,4
25.519888896512366,15.258445544035663,3
24.62783569766565,16.422529293131532,2
25.93449564802603,14.608726937086944,3
21.8380476641433,13.528329392680728,4
24.470336611258997,14.327592594110024,2
23.360736293040585,16.61039765007475,2
22.53401300298545,13.946156735590247,2
21.859364010239233,13.971614227793566,3
20.089551610253025,12.259198179940997,4
19.483570630173993,13.26878924561416,2
20.93383923696725,15.965980211743275,3
23.42381742596798,16.870595625108866,2
22.37971054131248,14.953456125603271,3
21.309512196301373,15.637998190863575,3
23.597845492675827,15.669371019072441,3
24.34885598357567,16.69918743584327,2
26.160040958143522,15.954809316326974,2
25.16958531153878,15.929376969536156,2
24.365904216341256,16.853623792831574,3
26.16186235613169,16.53036987400893,3
26.817460471412506,17.134138199615986,1
26.36208323411153,16.270481775119862,2
26.78070573778503,15.516646180576764,2
29.142337985501136,16.508965122305277,4
26.47031049153796,15.304379711256807,3
29.262174419967394,16.95884254086931,2
27.264664104933566,16.642132251988514,3
26.619620320379852,16.483346002148682,3
28.248576892013048,17.93189850237244,2
27.981235233471516,17.842720740765753,3
28.99517832678017,18.100038307922176,3
28.990389519970655,17.835784132284413,1
28.769848041366032,18.411163946865663,2
28.455681854290155,19.399125051421347,2
27.72841887649203,21.16318808199223,3
27.314147157475592,20.664831372055232,1
27.58574356977732,21.904596690633333,2
26.532944547519765,19.968926301652218,3
26.747486360248484,20.273638717537203,3
27.074311728144664,19.77819328908573,4
25.11493077547576,18.803984362472306,2
24.808159174404523,20.859413106069606,3
25.006041566765187,20.282927493859127,2
24.34689649941164,20.4987586005028,1
23.580473686360442,19.383191056389794,3
23.134513834614463,18.369116875633754,4
24.81473730793737,16.153231544010612,3
24.768976732348886,17.1142540258795,3
25.100673675109213,16.677137623370033,2
24.290508083447737,17.824159346149628,3
24.925979375002854,18.650462532703603,2
24.343467156139184,18.28856730432971,3
26.038177517609544,18.42242346306313,2
25.457836646185555,17.34731112612692,2
23.49361125176767,18.536861298366365,2
21.796590685874534,17.634462493848783,3
22.39049113388009,19.881163132433375,2
23.49970377902531,16.274481568032833,2
23.455119589965165,18.759834838831992,2
22.26205638898252,17.824935408854827,4
20.8827983834115,18.246735299563152,2
21.290879017346924,19.055269094710027,2
20.51411889932864,19.724688989917635,2
20.853219167557494,20.29368965467922,3
20.692524295720897,17.345325899546292,2
19.112177321785353,18.222475041483904,3
19.85212818260702,17.447789024683114,3
12.43794362330393,9.981232144789331,2
9.885283467839391,10.887005464366577,1
12.338347990494075,11.253518255745217,0
11.310794373297247,11.25423877540559,1
8.678341961831356,13.506760839987223,1
8.32953809861052,15.136205787653203,1
7.65633520666744,13.310129575161568,1
9.434392782002512,17.10561678271967,0
8.819851831583456,15.510306542447056,1
7.524713957645625,16.71892192758558,2
9.015169578058249,17.17208272471623,1
9.167194951468263,15.985749056920952,1
9.01522514556494,16.940861594677074,1
10.39455680411806,14.927661693742616,1
10.092681516084745,15.035097908981557,1
10.122266679483818,14.011450372351751,1
9.876694496082555,16.013166595343588,1
11.511432557848877,15.828146994572348,2
10.78234772753589,15.706154393369191,2
11.413260400756402,16.230564797758092,2
10.271010409293613,16.36042958750687,2
11.106926970951507,15.412534727394673,1
