x,y,num
126.55398984753904,104.7603345344924,101
126.8526914941255,106.76761887980476,101
125.37130857626804,105.7292583143187,101
124.9989905268089,105.10754628974362,100
125.97422805405385,104.5711747091996,100
123.07884080965658,105.67587825034394,100
125.20136238475156,106.24347928095037,100
124.3771871400078,105.37356392836027,100
127.79903147561791,106.38004630937544,100
126.23530239350058,106.0974577857931,101
125.58323761997869,107.86374222250245,100
126.54577981873541,104.96460355982387,101
128.13424258110084,107.1427201025836,100
125.24956146850084,105.17234488753228,101
125.39890164678206,105.63772828820335,102
123.30554465977994,106.91148473071668,100
126.29225354536823,105.31442366939744,101
126.13978566896441,105.73226682855551,100
125.47260760094608,106.07519148287938,99
123.91289884797798,105.92536913690552,100
124.36530748153604,108.24454807743216,100
125.43003360970339,105.36954520733619,100
125.95840433350794,104.98657386135167,100
124.65422235694291,105.72191956024648,99
126.33545734976545,106.90003587609627,99
125.19342907209477,105.77633894011898,102
127.1893489499146,106.15905631204721,102
123.2251087006495,107.02180291544647,101
127.93480854623121,107.05302597604388,101
124.86892932052467,106.50791222148142,100
126.56188583484682,106.11539817067973,101
124.75694064973821,106.605330623804,100
127.18151115771254,106.01777402391397,100
124.95528904038441,106.74437406746509,100
125.35789654250253,105.20893971357037,101
126.07434838616942,105.29285912402358,101
124.98928396473116,107.68914802963673,100
124.3382391962279,106.35690547742934,101
124.92035464487932,107.6608940832032,100
125.54304691825932,107.00828922740556,101
126.23900549899025,105.19608434858522,99
126.77644237292542,104.92947575852813,100
124.58221692732047,105.24550954070101,100
125.4486645426737,106.4221457215346,101
124.77429519597571,104.22508431867467,101
127.24416969112318,104.493087119716,100
124.57331357295845,106.91637069377822,101
124.13635279157116,105.02886788045163,101
126.47738126646065,107.05036002658242,100
126.77954823192417,105.59459778443066,100
126.36059202093195,106.08002477741323,101
124.15433368358723,106.30185113581584,100
127.45646734683052,108.30895479075467,100
126.26867826263806,107.09853253271737,101
125.04726175433606,106.90841512728727,101
124.81236223022822,106.79401744176204,101
125.91517224637599,107.17806332799637,101
124.49509150673822,105.7515896030376,101
126.67733890326338,106.30557168700982,102
124.26833361684784,105.4304615048352,100
126.02600515913186,104.61469553169552,101
126.02287116639674,104.66322077823233,101
126.3201327440557,107.96511671684502,100
123.15211509820327,105.76766106011712,101
125.23602570936517,105.60384199613496,101
124.8472070215549,106.47890905307075,101
125.92791954344253,106.40574758753455,100
125.85025504429883,106.73459861516953,99
125.63338103451213,105.38742235761859,100
127.32775493845008,105.4725332816862,101
125.4286934865642,105.31857205247971,100
125.14988448575959,105.08896630139175,100
125.37315204172327,105.78203985493494,100
125.81976606505748,106.28640450373057,100
125.7756114117876,106.42720037910651,101
122.98973546535808,107.51422609767916,101
127.56067787074193,106.73985084821115,102
125.46161343648586,104.69954386503315,100
124.97540324938785,106.02678066364236,100
125.8779384806437,106.29993907247987,100
128.27196308980487,106.57211801997873,101
124.12231532508807,107.69312162171036,101
125.04989611477657,102.67997522146977,100
124.31595278503855,106.70901000499876,101
123.11410808036206,105.00776060594181,100
126.42609198323646,105.97665630254367,101
125.87754375077614,105.9457737518691,101
123.88206291887136,105.9097601402677,101
124.67124487742355,104.98313999281493,101
127.07726596880646,106.51973780826836,100
125.18590079244169,106.37789027477052,101
123.99563540685239,105.97000355251038,99
126.04771577807489,105.38737090994599,99
125.82052914193918,105.1978876432038,99
126.16247496502649,107.38216736583371,101
125.82021875843269,104.85781624035432,101
124.88630570782068,105.3658138276489,101
124.16725901690623,107.60687799304631,100
125.19726805027389,105.8300168227608,101
127.25091127654522,107.57649199061501,101
118.68998066021614,112.99624537510493,102
118.63321196128928,113.76811601538088,101
117.57040268066083,110.59717431662342,101
117.89515550888504,113.05198457398498,101
116.9930159203808,111.19051724699774,103
116.77421114196044,111.26768672210447,102
117.97690582127177,112.55966075741344,101
116.45996233519111,112.27900331171394,100
118.73386673058707,111.0878894849237,102
118.35249406609148,113.89384953606104,102
116.32175528088266,111.89565591047452,101
117.14590185763001,110.77195031986659,101
117.76841467981089,113.00760313094345,102
116.39123318090674,110.97646430466081,101
118.62084889039461,111.44198115180228,102
117.48278344896698,113.12667855498616,100
117.73459334822465,112.99757341201934,101
117.16668027079842,110.40420214788878,101
117.14727182816507,109.84740657971608,102
117.50998566617774,111.34601931339296,103
117.215085860086,111.75035654237573,102
118.7116193767153,111.89457911722101,101
117.15765294750598,112.05514630389344,102
117.282820459237,111.84887856731302,101
117.62346558904946,112.1354808521521,102
117.98731636834758,110.1522152764708,102
117.9049669011109,112.85407125156799,101
116.30718147972134,110.63129612027339,102
118.93779523073671,111.54572469523688,102
118.66676550540502,111.68464390601709,102
117.87530116843635,113.3809839845618,103
116.75262765897247,111.1175136372645,102
117.72066821683728,112.64135033585107,101
116.8663914636778,112.7468539755972,101
117.3863821715223,109.72909625591247,101
118.12590317588938,111.27937066100225,102
118.23399222962753,110.64547744713397,101
115.64675047184431,111.64310043619169,103
116.93451945779384,111.98209052276388,101
117.93969811187966,109.43509852348369,102
118.79232940079339,111.89524640284502,102
118.13206999176535,110.73109611377876,101
118.48055865414048,111.62833048777881,101
119.85488754872647,111.03507142071834,101
119.25629579718485,110.97086315610701,101
117.60293737241065,112.97552660637787,101
116.60908937465567,109.67487243485067,102
118.27800020342272,111.81880368578004,101
117.65250049510654,110.95131872719662,102
116.58971401300163,111.64127250771007,102
117.72723541175661,111.93335174937246,100
118.1827712592638,111.46697978957533,101
115.87912518274716,109.55701939423166,102
117.13425243118463,113.56327115855962,101
118.77809657009917,110.98836736268444,101
117.33783342657183,111.10213570086009,101
117.81544295686734,112.01941127245166,102
118.23413662783305,112.57370214916403,101
117.68211307635346,110.54371786702274,103
116.50760016777326,111.89180402122207,102
115.82182511321207,110.51837828895319,102
116.09864211289327,111.3172885359015,101
118.00776510995681,111.7805425044177,101
116.43439799035647,112.03521309131578,103
117.18216005451242,113.00448199740237,101
116.71029792608697,111.60919430759712,102
118.01566632579197,111.78813600268516,103
117.06248123859626,110.16175932870928,101
119.90198160865006,109.36907856313758,101
116.07590885070319,110.26258149965724,101
